fecha,id_respuesta,canal,producto,satisfaccion,comentario,tienda,agente
2025-12-08,3618,web,Lavadora L2,9,"Todo bien, entrega rápida",,Miguel
2025-12-21,1424,tienda,Smartphone S10,8,El sonido se corta a veces,,Miguel
2025-12-17,3592,telefono,Portátil X1,4,Amable la atención,,Lucia
2025-11-30,2526,telefono,Lavadora L2,6,Muy buena atención,Murcia,Laura
2025-12-19,1207,telefono,Televisor Z3,No contesta,Amable la atención,,Lucia
2025-11-13,4030,web,Lavadora L2,10,Muy útil la explicación del técnico,,Miguel
2025-12-08,4724,web,Auriculares H7,7,Podría ser más potente,,Antonio
2025-11-16,1314,web,Lavadora L2,3,La entrega se retrasó,,Carmen
2025-11-04,1633,tienda,Televisor Z3,4,  Muy útil la explicación del técnico  ,Cartagena,Antonio
2025-12-02,2407,tienda,  Televisor Z3  ,3,Buen rendimiento,Murcia,Lucia
2025-11-21,1183,telefono,Aspiradora V8,10,Muy útil la explicación del técnico,,Carmen
2025-11-13,4520,web,Aspiradora V8,3,La entrega se retrasó,,Laura
2025-11-04,2984,telefono,Televisor Z3,10,Muy buena atención,Murcia,Antonio
2025-12-12,3855,telefono,Smartphone S10,10,El sonido se corta a veces,Lorca,Carmen
2025-11-10,3861,web,Televisor Z3,1,Muy útil la explicación del técnico,,Miguel
2025/12/40,3668,telefono,Lavadora L2,10,El sonido se corta a veces,Lorca,Lucia
2025-12-05,4900,web,Lavadora L2,100,Amable la atención,,Lucia
2025-11-03,1383,telefono,Aspiradora V8,No sabe/No contesta,Podría ser más potente,Lorca,Carmen
2025-12-16,2448,tienda,Portátil X1,7,El sonido se corta a veces,,Lucia
2025-11-16,3828,tienda,Auriculares H7,7,"  Todo bien, entrega rápida  ",Lorca,Miguel
2025-11-08,4963,web,  Televisor Z3  ,2,La entrega se retrasó,,Lucia
2025-12-17,3673,tienda,Lavadora L2,2,La entrega se retrasó,,Lucia
2025-12-08,4245,tienda,Lavadora L2,4,"Todo bien, entrega rápida",Cartagena,Miguel
2025-11-12,421,web,Aspiradora V8,5,Podría ser más potente,,Laura
2025-12-22,762,tienda,Portátil X1,2,Amable la atención,Cartagena,Laura
2025-11-19,1554,telefono,Auriculares H7,NS/NC,Muy útil la explicación del técnico (act.),,Carmen
2025-12-13,1500,web,Aspiradora V8,3,La entrega se retrasó,,Miguel
2025-11-02,2509,telefono,Televisor Z3,diez,La entrega se retrasó,Cartagena,Miguel
2025-11-30,2763,web,Lavadora L2,5,Muy útil la explicación del técnico,,Lucia
2025-11-04,341,tienda,Aspiradora V8,7,,Lorca,Lucia
2025-11-01,2698,web,  Auriculares H7  ,7,,,Miguel
2025-11-05,2701,telefono,Auriculares H7,3,Podría ser más potente,Murcia,Antonio
2025-11-15,4139,web,Televisor Z3,NA,Podría ser más potente,,Lucia
2025-12-26,885,web,Portátil X1,10,Buen rendimiento,,Miguel
2025-11-01,3806,telefono,Smartphone S10,4,El sonido se corta a veces,,Miguel
2025-11-30,3507,web,Portátil X1,4,Muy buena atención,,Lucia
2025-12-02,2938,tienda,Lavadora L2,6,La entrega se retrasó,,Lucia
2025-12-02,393,web,Auriculares H7,7,Amable la atención,,Carmen
2025-12-27,4195,tienda,Smartphone S10,8,Podría ser más potente,,Miguel
2025-11-01,2100,tienda,Aspiradora V8,10,La entrega se retrasó (act.),,Carmen
2025-11-10,4797,tienda,Lavadora L2,7,El sonido se corta a veces,Lorca,Laura
2025-12-04,3092,telefono,Smartphone S10,1,Amable la atención,,Miguel
2025-11-25,99,telefono,Auriculares H7,4,El sonido se corta a veces,Cartagena,Miguel
2025-11-14,891,telefono,Portátil X1,7,,,Lucia
2025-12-25,2202,tienda,Lavadora L2,7,El sonido se corta a veces,,Lucia
2025-11-15,1040,web,Auriculares H7,3,La entrega se retrasó,,Carmen
2025-11-12,1502,telefono,Smartphone S10,6,Podría ser más potente (act.),Murcia,Lucia
2025-11-16,4771,tienda,Lavadora L2,ns/nc,Muy buena atención,,Carmen
2025-12-24,1558,tienda,Smartphone S10,3,El sonido se corta a veces,Murcia,Lucia
2025-11-28,1154,tienda,Lavadora L2,  NS/NC  ,Buen rendimiento,,Miguel
2025-12-06,3300,telefono,Auriculares H7,4,El sonido se corta a veces,Cartagena,Carmen
2025-11-07,1063,telefono,Portátil X1,4,"Todo bien, entrega rápida",Murcia,Miguel
2025-00-15,4435,telefono,Auriculares H7,1,Muy útil la explicación del técnico,,Laura
2025-12-15,4693,web,Lavadora L2,10,  Buen rendimiento  ,,Miguel
2025-12-05,2726,tienda,Lavadora L2,7,Buen rendimiento,Cartagena,Laura
2025-11-18,2452,telefono,Lavadora L2,5,"  Todo bien, entrega rápida  ",,Carmen
2025-11-23,671,tienda,Auriculares H7,6,Muy buena atención,Murcia,Antonio
2025-11-27,714,tienda,Auriculares H7,7,Amable la atención,,Carmen
2025-12-10,1494,telefono,Smartphone S10,3,  Podría ser más potente  ,Cartagena,Antonio
2025-11-17,4837,web,Aspiradora V8,ocho,Podría ser más potente,,Carmen
2025-12-24,3261,telefono,Smartphone S10,8,"Todo bien, entrega rápida",,Lucia
2025-12-19,417,telefono,Aspiradora V8,nueve,Amable la atención,,Antonio
2025-12-10,4328,tienda,Portátil X1,5,Muy buena atención,,Laura
2025-12-16,4181,telefono,Portátil X1,nueve,Podría ser más potente,,Miguel
2025-11-07,2359,web,Lavadora L2,9,La entrega se retrasó,,Antonio
2025-11-28,1421,web,Auriculares H7,8,"Todo bien, entrega rápida",,Laura
2025-12-16,1343,tienda,Lavadora L2,6,El sonido se corta a veces,,Miguel
2025-11-05,2595,telefono,Smartphone S10,  NS/NC  ,Muy útil la explicación del técnico,Lorca,Lucia
2025-11-03,3307,tienda,Televisor Z3,No contesta,"Todo bien, entrega rápida",,Miguel
2025-12-14,4472,web,Lavadora L2,10,El sonido se corta a veces,,Lucia
2025-11-19,1702,telefono,Televisor Z3,5,Buen rendimiento,Lorca,Antonio
2025-12-05,4708,web,  Auriculares H7  ,diez,La entrega se retrasó,,Carmen
2025-12-09,2632,web,Portátil X1,5,Muy útil la explicación del técnico,,Lucia
2025-12-14,1859,telefono,Auriculares H7,8,Amable la atención,,Laura
2025-11-01,4527,tienda,Auriculares H7,ns/nc,Amable la atención,Murcia,Carmen
2025-11-19,2747,telefono,Lavadora L2,3,"Todo bien, entrega rápida",,Carmen
2025-12-20,4432,web,  Portátil X1  ,4,La entrega se retrasó,,Lucia
2025-12-30,573,tienda,Aspiradora V8,nueve,Amable la atención,Lorca,Lucia
2025-11-07,2229,tienda,Televisor Z3,1,La entrega se retrasó,,Antonio
2025-12-31,735,web,Lavadora L2,3,"Todo bien, entrega rápida",,Laura
2025-11-12,3325,tienda,Auriculares H7,3,"Todo bien, entrega rápida",Lorca,Miguel
2025-13-01,2881,telefono,Smartphone S10,8,Amable la atención,Lorca,Carmen
31-12-2025,4014,web,  Lavadora L2  ,9,,,Antonio
2025-11-27,2274,web,Smartphone S10,7,Muy buena atención,,Lucia
2025-12-30,4072,telefono,Auriculares H7,8,Podría ser más potente,Cartagena,Lucia
2025-12-30,1459,web,Portátil X1,No sabe/No contesta,El sonido se corta a veces,,Miguel
2025-12-13,401,web,  Televisor Z3  ,5,Muy buena atención,,Carmen
2025-11-27,4322,web,Auriculares H7,8,Buen rendimiento,,Carmen
2025-11-24,2802,web,Aspiradora V8,4,"Todo bien, entrega rápida",,Miguel
2025-11-05,1115,tienda,  Aspiradora V8  ,10,  Amable la atención  ,Cartagena,Lucia
2025-11-23,399,telefono,Televisor Z3,3,,Cartagena,Carmen
2025-12-29,2009,web,  Auriculares H7  ,10,,,Carmen
2025-12-14,1709,web,Televisor Z3,5,,,Miguel
2025-12-24,4723,telefono,Aspiradora V8,5,Muy buena atención,Lorca,Antonio
2025-11-14,4800,telefono,Aspiradora V8,8,,Lorca,Antonio
2025-12-24,994,web,Auriculares H7,8,  El sonido se corta a veces  ,,Carmen
2025-12-23,3039,tienda,Smartphone S10,10,Muy buena atención,,Laura
2025-11-21,2250,telefono,  Aspiradora V8  ,100,Muy buena atención,,Laura
2025-12-06,815,web,Lavadora L2,7,Muy útil la explicación del técnico,,Laura
2025-12-28,20,web,Lavadora L2,2,,,Miguel
2025-11-06,4885,tienda,  Auriculares H7  ,5,Amable la atención,Cartagena,Lucia
2025-12-16,2532,tienda,Aspiradora V8,9,La entrega se retrasó,Cartagena,Antonio
2025-12-27,892,tienda,Lavadora L2,4,Buen rendimiento,Lorca,Lucia
2025-11-24,649,tienda,Portátil X1,3,Buen rendimiento,,Lucia
2025-00-15,4382,web,Auriculares H7,1,,,Lucia
2025-11-24,2130,web,  Aspiradora V8  ,2,"Todo bien, entrega rápida",,Antonio
2025-11-07,3996,tienda,Auriculares H7,6,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-21,1036,web,Smartphone S10,2,El sonido se corta a veces,,Laura
2025-11-19,3782,telefono,Lavadora L2,5,Muy buena atención,Lorca,Lucia
2025-11-18,220,web,Auriculares H7,2,"Todo bien, entrega rápida",,Lucia
2025-12-29,1257,web,Televisor Z3,8,Amable la atención,,Laura
2025-12-13,2523,web,  Smartphone S10  ,10,Amable la atención,,Miguel
2025-11-18,3779,telefono,Aspiradora V8,9,El sonido se corta a veces,,Carmen
2025-11-21,281,tienda,Lavadora L2,9,  Muy buena atención  ,Cartagena,Lucia
2025/12/40,2175,tienda,Smartphone S10,1,Amable la atención,Cartagena,Laura
2025-12-16,134,telefono,Smartphone S10,5,Amable la atención,Murcia,Laura
2025-12-21,4269,web,Smartphone S10,3,La entrega se retrasó,,Carmen
2025-12-09,3191,tienda,Lavadora L2,No Sabe,El sonido se corta a veces,Lorca,Lucia
2025-11-15,4606,tienda,Aspiradora V8,100,La entrega se retrasó,,Laura
2025-11-11,739,tienda,Smartphone S10,5,Muy buena atención,,Carmen
2025-11-09,2789,tienda,Smartphone S10,1,"  Todo bien, entrega rápida  ",,Carmen
2025-12-17,3894,tienda,  Lavadora L2  ,4,Muy útil la explicación del técnico,Cartagena,Miguel
2025-12-16,4348,tienda,Portátil X1,9,El sonido se corta a veces,,Lucia
2025-12-20,3816,tienda,Auriculares H7,10,Buen rendimiento,,Lucia
2025-11-06,1609,tienda,Televisor Z3,10,Amable la atención,,Carmen
2025-12-14,1700,tienda,Televisor Z3,7,,,Antonio
2025-12-29,4526,telefono,Portátil X1,nueve,Podría ser más potente,,Laura
2025-12-11,1,web,Portátil X1,0,  Podría ser más potente  ,,Miguel
2025-12-14,3469,tienda,  Auriculares H7  ,7,Buen rendimiento,Murcia,Antonio
2025-11-18,2585,tienda,Lavadora L2,4,Podría ser más potente,Murcia,Carmen
2025-11-14,3692,telefono,Auriculares H7,10,Buen rendimiento,Lorca,Antonio
2025-11-22,601,tienda,Lavadora L2,2,La entrega se retrasó,Lorca,Antonio
2025-11-27,702,tienda,Portátil X1,4,Muy útil la explicación del técnico,,Carmen
2025-12-24,2754,web,Auriculares H7,9,Podría ser más potente,,Antonio
2025-11-20,4952,web,Lavadora L2,4,  La entrega se retrasó  ,,Carmen
2025-11-30,4640,telefono,Televisor Z3,No contesta,La entrega se retrasó,,Laura
2025-12-27,1880,telefono,Lavadora L2,8,  La entrega se retrasó  ,Cartagena,Miguel
2025-11-29,2014,web,Auriculares H7,8,Muy buena atención,,Carmen
2025-11-20,3654,web,Auriculares H7,9,La entrega se retrasó,,Carmen
2025-11-07,2757,telefono,Aspiradora V8,7,Muy útil la explicación del técnico,Cartagena,Carmen
2025-12-23,3699,telefono,Lavadora L2,0,Muy buena atención (act.),,Laura
2025-11-01,2236,telefono,  Televisor Z3  ,10,"Todo bien, entrega rápida",Lorca,Lucia
2025-11-23,2820,tienda,  Televisor Z3  ,0, (act.),Lorca,Lucia
2025-11-21,855,tienda,Smartphone S10,No sabe/No contesta,La entrega se retrasó,,Antonio
2025-12-17,488,web,Televisor Z3,2,Muy buena atención,,Laura
2025-12-19,3259,telefono,Smartphone S10,6,La entrega se retrasó,,Carmen
2025-12-30,3113,tienda,Aspiradora V8,5,El sonido se corta a veces,Murcia,Laura
2025-11-19,4737,telefono,Auriculares H7,ns/nc,El sonido se corta a veces,Lorca,Laura
2025-11-06,3691,telefono,Televisor Z3,6,Buen rendimiento,Murcia,Lucia
2025-12-15,4114,telefono,Portátil X1,6,Podría ser más potente,Lorca,Lucia
2025-11-09,4357,web,Auriculares H7,1,El sonido se corta a veces,,Carmen
2025-11-01,1922,telefono,Portátil X1,6,Podría ser más potente,Murcia,Lucia
2025-11-27,2168,tienda,  Televisor Z3  ,No sabe/No contesta,Buen rendimiento,Murcia,Laura
2025-11-06,3726,web,Aspiradora V8,3,Muy buena atención,,Miguel
2025-11-11,2078,telefono,Aspiradora V8,1,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-08,27,tienda,  Aspiradora V8  ,ocho,Muy buena atención,,Antonio
2025-11-14,414,telefono,Smartphone S10,2,Podría ser más potente,Cartagena,Lucia
2025-12-23,4117,web,Smartphone S10,9,Buen rendimiento,,Miguel
2025-11-03,2630,web,Smartphone S10,6,,,Antonio
2025-12-08,4398,tienda,Portátil X1,No contesta,"Todo bien, entrega rápida",Cartagena,Laura
2025-12-31,3601,telefono,Lavadora L2,NA,Muy útil la explicación del técnico,Murcia,Lucia
2025-11-08,4150,telefono,Lavadora L2,6,Amable la atención,,Antonio
2025-12-17,1189,web,Televisor Z3,9,El sonido se corta a veces,,Laura
2025-12-30,1083,tienda,Televisor Z3,7,Muy útil la explicación del técnico,Murcia,Laura
2025-11-01,3346,telefono,Lavadora L2,4,Buen rendimiento,,Laura
2025-11-22,1556,telefono,Lavadora L2,10,Podría ser más potente,Lorca,Lucia
2025/12/40,204,telefono,Auriculares H7,1,Muy buena atención,Murcia,Miguel
2025-12-18,37,web,Televisor Z3,ns/nc,Muy buena atención,,Lucia
2025-11-14,3512,tienda,Smartphone S10,4,  El sonido se corta a veces  ,,Antonio
2025-12-15,590,web,Televisor Z3,9,La entrega se retrasó,,Lucia
2025-11-01,3863,telefono,Portátil X1,  NS/NC  ,Muy buena atención,Murcia,Miguel
2025-12-25,2104,web,Portátil X1,ns/nc,El sonido se corta a veces,,Antonio
2025-11-24,3580,telefono,Portátil X1,1,"  Todo bien, entrega rápida  ",,Laura
2025-11-28,659,telefono,Smartphone S10,3,Amable la atención,,Miguel
2025-12-10,335,tienda,  Auriculares H7  ,1,Muy útil la explicación del técnico,Lorca,Miguel
2025-12-27,21,telefono,Aspiradora V8,8,Podría ser más potente,Murcia,Lucia
2025-11-12,1385,telefono,Televisor Z3,  NS/NC  ,El sonido se corta a veces,,Lucia
2025-12-26,4277,telefono,Smartphone S10,1,,,Lucia
2025-11-11,2932,web,Televisor Z3,2,El sonido se corta a veces,,Laura
2025-11-24,1663,tienda,  Auriculares H7  ,1,"Todo bien, entrega rápida",Cartagena,Carmen
2025-12-18,4966,telefono,  Smartphone S10  ,3,Buen rendimiento,Murcia,Antonio
2025-11-16,541,telefono,  Aspiradora V8  ,7,"Todo bien, entrega rápida",Cartagena,Lucia
2025-11-01,1875,tienda,Lavadora L2,2,,Cartagena,Carmen
2025-12-20,3891,telefono,Portátil X1,1,Buen rendimiento,Cartagena,Laura
2025-12-07,1933,telefono,Smartphone S10,5,Podría ser más potente,,Antonio
2025-12-30,4121,tienda,Smartphone S10,8,Buen rendimiento,,Antonio
2025-11-07,2895,tienda,  Televisor Z3  ,1,La entrega se retrasó,Cartagena,Antonio
2025-12-14,2576,web,Smartphone S10,0, (act.),,Lucia
2025-11-26,1392,web,Auriculares H7,6,Podría ser más potente,,Lucia
2025-12-02,4003,web,Lavadora L2,3,Buen rendimiento,,Laura
2025-11-01,581,web,Auriculares H7,3,El sonido se corta a veces,,Antonio
2025-11-05,334,tienda,  Televisor Z3  ,NS/NC,Muy buena atención (act.),Lorca,Laura
2025-12-16,4381,tienda,Auriculares H7,7,La entrega se retrasó,,Carmen
2025-12-22,4971,tienda,Televisor Z3,4,Amable la atención,Murcia,Laura
2025-12-26,480,telefono,Lavadora L2,100,El sonido se corta a veces,,Antonio
2025-11-20,2838,telefono,Smartphone S10,8,Muy útil la explicación del técnico,Lorca,Lucia
2025-12-16,2002,web,Aspiradora V8,5,  Muy útil la explicación del técnico  ,,Antonio
2025-11-24,64,telefono,Smartphone S10,3,Muy útil la explicación del técnico,,Antonio
2025-11-14,2609,tienda,Auriculares H7,2,Muy útil la explicación del técnico,,Laura
2025-11-13,1534,tienda,  Aspiradora V8  ,3,"Todo bien, entrega rápida",,Miguel
2025-11-17,3357,tienda,Lavadora L2,4,,Lorca,Antonio
2025-12-07,4169,telefono,  Smartphone S10  ,6,Muy buena atención,Murcia,Antonio
2025-11-14,1122,tienda,Auriculares H7,6,Podría ser más potente,Murcia,Carmen
2025-12-15,260,telefono,Televisor Z3,8,Buen rendimiento,Murcia,Lucia
2025-12-28,706,tienda,Lavadora L2,2,Muy útil la explicación del técnico,Lorca,Miguel
2025-11-24,3449,telefono,Smartphone S10,7,  Muy útil la explicación del técnico  ,Cartagena,Laura
2025-11-27,440,telefono,Televisor Z3,10,Muy buena atención,Cartagena,Antonio
2025-11-12,2088,tienda,Aspiradora V8,8,  Podría ser más potente  ,,Carmen
2025-11-27,2853,tienda,Auriculares H7,0,,,Laura
2025-12-28,2355,tienda,Lavadora L2,7,Podría ser más potente,,Miguel
2025-12-29,2950,web,Lavadora L2,9,El sonido se corta a veces,,Miguel
2025-12-10,925,tienda,Portátil X1,9,La entrega se retrasó,,Lucia
2025-12-29,3396,telefono,Lavadora L2,4,Podría ser más potente,Murcia,Carmen
2025-12-19,3922,telefono,Televisor Z3,7,,,Antonio
2025-12-24,4908,web,Portátil X1,6,Buen rendimiento,,Antonio
2025-11-15,4238,telefono,Portátil X1,ns/nc,Podría ser más potente,,Lucia
2025-12-07,2410,telefono,Lavadora L2,7,La entrega se retrasó,Murcia,Antonio
2025-12-11,1135,web,Televisor Z3,diez,"Todo bien, entrega rápida",,Miguel
2025-12-06,1109,web,Portátil X1,8,Muy útil la explicación del técnico,,Lucia
2025-11-11,1484,web,Televisor Z3,10,"Todo bien, entrega rápida",,Lucia
2025-12-30,1917,web,Televisor Z3,nueve,"Todo bien, entrega rápida",,Carmen
2025-11-17,4267,tienda,Lavadora L2,7,Muy útil la explicación del técnico,,Carmen
2025-11-17,3837,telefono,Televisor Z3,-1,El sonido se corta a veces,,Laura
2025-12-23,588,tienda,Smartphone S10,6,Podría ser más potente,,Lucia
2025-11-21,769,tienda,Portátil X1,5,,Cartagena,Miguel
2025-11-29,2083,tienda,Lavadora L2,5,El sonido se corta a veces,,Carmen
2025-12-15,1086,tienda,Aspiradora V8,6,El sonido se corta a veces,,Lucia
2025-12-10,2371,telefono,Aspiradora V8,7,"Todo bien, entrega rápida",,Lucia
xx,4258,tienda,  Lavadora L2  ,11, (act.),,Laura
2025-12-19,1528,tienda,Aspiradora V8,diez,Muy buena atención,Cartagena,Lucia
2025-12-13,1638,telefono,Auriculares H7,No Sabe,Muy útil la explicación del técnico,,Miguel
2025-12-17,1991,web,Aspiradora V8,9,,,Antonio
2025-12-09,4455,tienda,  Auriculares H7  ,4,Amable la atención,Cartagena,Antonio
2025-11-27,1339,web,Auriculares H7,8,La entrega se retrasó,,Carmen
2025-11-24,638,telefono,Smartphone S10,1,Amable la atención,Murcia,Carmen
2025-11-10,4221,web,Televisor Z3,4,  Amable la atención  ,,Miguel
2025-12-05,333,tienda,Portátil X1,No sabe/No contesta,Podría ser más potente,,Lucia
2025-12-19,2831,telefono,Auriculares H7,5,,Cartagena,Carmen
2025-11-27,2537,web,  Lavadora L2  ,1,,,Lucia
2025-12-19,1990,telefono,Auriculares H7,ns/nc,Muy buena atención,,Miguel
2025-11-19,1963,tienda,Televisor Z3,0, (act.),Lorca,Antonio
2025-12-31,4487,tienda,Auriculares H7,ns/nc,Muy útil la explicación del técnico,,Antonio
2025-11-26,1821,tienda,Televisor Z3,No Sabe,Muy útil la explicación del técnico,,Carmen
2025/12/40,63,web,Lavadora L2,ns/nc,Muy útil la explicación del técnico,,Carmen
2025-12-23,3836,tienda,Lavadora L2,NA,El sonido se corta a veces,Murcia,Miguel
2025-12-10,2814,telefono,Lavadora L2,6,Muy buena atención,,Lucia
2025-11-30,158,web,Portátil X1,8,,,Laura
2025-12-17,439,telefono,Auriculares H7,5,Amable la atención,,Lucia
2025-12-22,4556,web,Lavadora L2,2,Podría ser más potente,,Carmen
2025-11-21,3682,web,Portátil X1,8,Buen rendimiento,,Laura
2025-11-01,2470,web,Lavadora L2,0,Podría ser más potente,,Carmen
2025-11-27,4018,web,Televisor Z3,2,Muy buena atención,,Carmen
2025-11-29,4793,tienda,  Televisor Z3  ,9,Muy buena atención,Lorca,Carmen
2025-11-18,4286,web,Auriculares H7,7,Muy útil la explicación del técnico,,Laura
2025-12-15,2308,web,Auriculares H7,NA,El sonido se corta a veces,,Antonio
2025-11-29,4199,web,Aspiradora V8,4,  Amable la atención  ,,Antonio
2025-11-04,4941,tienda,  Lavadora L2  ,9,El sonido se corta a veces,Cartagena,Laura
2025-12-24,4035,telefono,Lavadora L2,4,Amable la atención,,Miguel
2025-12-17,4975,tienda,Lavadora L2,9,,Lorca,Carmen
2025-12-11,3175,telefono,Auriculares H7,  NS/NC  ,Muy buena atención,,Miguel
2025-11-04,3119,tienda,Auriculares H7,11,"Todo bien, entrega rápida",,Antonio
2025-12-21,2958,telefono,  Televisor Z3  ,1,Amable la atención,Lorca,Carmen
2025-12-26,13,web,Auriculares H7,2,,,Carmen
2025-12-12,4427,web,Aspiradora V8,10,Muy útil la explicación del técnico,,Miguel
2025-12-15,4942,telefono,Portátil X1,5,"Todo bien, entrega rápida",,Laura
2025-12-10,141,telefono,  Aspiradora V8  ,7,El sonido se corta a veces,Cartagena,Antonio
2025-12-14,3124,web,Aspiradora V8,2,Muy buena atención,,Antonio
2025-12-02,2503,telefono,Televisor Z3,NA,Amable la atención,,Lucia
2025/12/40,3361,tienda,  Auriculares H7  ,No sabe/No contesta,La entrega se retrasó,,Miguel
2025-12-26,1838,telefono,Auriculares H7,2,,,Lucia
2025-12-16,3717,telefono,Televisor Z3,No contesta,Muy buena atención,Murcia,Antonio
2025-12-20,2255,web,Portátil X1,1,  Muy buena atención  ,,Antonio
2025-11-04,1055,tienda,Portátil X1,2,"Todo bien, entrega rápida",,Laura
2025-11-12,3005,tienda,Portátil X1,6,,Cartagena,Laura
2025-11-30,1540,web,Auriculares H7,8,Amable la atención,,Laura
2025-12-08,4829,web,Lavadora L2,No sabe/No contesta,Podría ser más potente,,Lucia
